,Text,sentiment_scores,neg_score,neu_score,pos_score,compound_score,target
218826,pita bites broken . disappointed packaged avoid damage product .,"{'neg': 0.833, 'neu': 0.167, 'pos': 0.0, 'compound': -0.9325}",0.833,0.167,0.0,-0.9325,0
219519,stuff really good/great peanut bitter smoothie ! especially want low cal low carb .,"{'neg': 0.458, 'neu': 0.452, 'pos': 0.09, 'compound': -0.7593}",0.458,0.452,0.09,-0.7593,0
219803,"disgusting waste money . salmon like rotten cat food , rest barely passable edible food . tiny portions top horrendous buying experience .","{'neg': 0.435, 'neu': 0.425, 'pos': 0.141, 'compound': -0.875}",0.435,0.425,0.141,-0.875,0
222035,"lot gf baking , cookies could n't better . love !","{'neg': 0.503, 'neu': 0.497, 'pos': 0.0, 'compound': -0.7241}",0.503,0.497,0.0,-0.7241,0
223290,"ok , nothing special . go well tea want something crunchy , lack flavor n't healthy .","{'neg': 0.451, 'neu': 0.366, 'pos': 0.183, 'compound': -0.6286}",0.451,0.366,0.183,-0.6286,0
223341,"disappointed one . 've tried many flavors ... one worse 've . sadly , missed mark one ...","{'neg': 0.505, 'neu': 0.495, 'pos': 0.0, 'compound': -0.8807}",0.505,0.495,0.0,-0.8807,0
223437,"smells terrible brewing , shame excited try . taste horrible mixed flavored creamer .","{'neg': 0.508, 'neu': 0.366, 'pos': 0.126, 'compound': -0.8074}",0.508,0.366,0.126,-0.8074,0
224662,smaller thought one bamboos yellow died . disappointed feel luck .,"{'neg': 0.427, 'neu': 0.382, 'pos': 0.191, 'compound': -0.5719}",0.427,0.382,0.191,-0.5719,0
224976,n't like tastes like holds meal replacement . great weight loss post workout . mess meal low sugar . awesome .,"{'neg': 0.379, 'neu': 0.341, 'pos': 0.28, 'compound': 0.0207}",0.379,0.341,0.28,0.0207,0
225391,horrible experience ! wife received broken vase 24 pathetic dead roses . fortunately laughed exclaimed `` n't send dead flowers anymore ! '',"{'neg': 0.534, 'neu': 0.384, 'pos': 0.082, 'compound': -0.9551}",0.534,0.384,0.082,-0.9551,0
225477,taste weak n't improve coffee creamer . sorry box dud . wish could return .,"{'neg': 0.47, 'neu': 0.382, 'pos': 0.147, 'compound': -0.6002}",0.47,0.382,0.147,-0.6002,0
226953,"every occasion happy , sad , silly , hell , send brownies 're hit everytime .","{'neg': 0.395, 'neu': 0.359, 'pos': 0.246, 'compound': -0.5994}",0.395,0.359,0.246,-0.5994,0
227302,awesome service ! accidentally ordered wrong size exchange product quickly without problems . thanks !,"{'neg': 0.389, 'neu': 0.32, 'pos': 0.291, 'compound': -0.2805}",0.389,0.32,0.291,-0.2805,0
227352,"nasty nasty nasty . threw . 're horrible-tasting . nothing good say . 'm stuck expensive carbonated water maker . water much better without carbonation . far , soda maker one worst purchases .","{'neg': 0.469, 'neu': 0.461, 'pos': 0.07, 'compound': -0.9469}",0.469,0.461,0.07,-0.9469,0
227376,candy horrible . nothing tasted like apple . lime horrible !,"{'neg': 0.653, 'neu': 0.347, 'pos': 0.0, 'compound': -0.8556}",0.653,0.347,0.0,-0.8556,0
227743,coffee n't sweet hoped great little creamer added . bad choice .,"{'neg': 0.651, 'neu': 0.349, 'pos': 0.0, 'compound': -0.8805}",0.651,0.349,0.0,-0.8805,0
227780,"sadly , flavor artificial smell much desired . disappointing worth money imho .","{'neg': 0.375, 'neu': 0.375, 'pos': 0.25, 'compound': -0.4588}",0.375,0.375,0.25,-0.4588,0
227995,"coffee tastes great , cups get torn apart brewing . mess ! ! quite disappointed like flavor coffee ! !","{'neg': 0.363, 'neu': 0.361, 'pos': 0.276, 'compound': -0.292}",0.363,0.361,0.276,-0.292,0
228340,worst ! ! ! plan awful bitter strong taste hazel nut flavor ! ! ! ! ! buy product save money ! ! ! ! !,"{'neg': 0.433, 'neu': 0.313, 'pos': 0.254, 'compound': -0.6776}",0.433,0.313,0.254,-0.6776,0
228505,coffee disappointing . smelled rancid n't taste much better . suppose made bad batch . one times 've totally disliked starbucks coffee .,"{'neg': 0.527, 'neu': 0.473, 'pos': 0.0, 'compound': -0.9393}",0.527,0.473,0.0,-0.9393,0
229157,product awful ! ! ! ! ! ! ! ! ! dry sticked teeth made gag ! ! !,"{'neg': 0.568, 'neu': 0.432, 'pos': 0.0, 'compound': -0.7627}",0.568,0.432,0.0,-0.7627,0
233162,taste weak n't improve coffee creamer . sorry box dud . wish could return .,"{'neg': 0.47, 'neu': 0.382, 'pos': 0.147, 'compound': -0.6002}",0.47,0.382,0.147,-0.6002,0
233445,every cookie box broken . crumbled bad < br / > could pick piece eat. < br / > bad bad bad. < br / > fight get credit item .,"{'neg': 0.558, 'neu': 0.368, 'pos': 0.074, 'compound': -0.9524}",0.558,0.368,0.074,-0.9524,0
233456,"love garlic one bottles broken shipment , received stinking mess . wrote vendor ; response .","{'neg': 0.425, 'neu': 0.377, 'pos': 0.198, 'compound': -0.5859}",0.425,0.377,0.198,-0.5859,0
235421,tast really weird bad . sweet enough bizarre taste . ca n't seem get rid taste . truly terrible .,"{'neg': 0.409, 'neu': 0.366, 'pos': 0.225, 'compound': -0.6133}",0.409,0.366,0.225,-0.6133,0
235853,"bad coffee , little bitter like coffee .","{'neg': 0.535, 'neu': 0.267, 'pos': 0.198, 'compound': -0.5839}",0.535,0.267,0.198,-0.5839,0
236238,worst healthy choice soup . taste everything melt messy way .,"{'neg': 0.431, 'neu': 0.392, 'pos': 0.176, 'compound': -0.5994}",0.431,0.392,0.176,-0.5994,0
236919,disappointed quality cakes . stale odd underlying taste . strange fruit flavor gross .,"{'neg': 0.595, 'neu': 0.405, 'pos': 0.0, 'compound': -0.8519}",0.595,0.405,0.0,-0.8519,0
237409,never jasmine tea . great flavor < br / > great . buy,"{'neg': 0.523, 'neu': 0.477, 'pos': 0.0, 'compound': -0.7641}",0.523,0.477,0.0,-0.7641,0
238833,dog treated cancer & product makes could miserable situation enjoyable rottie !,"{'neg': 0.444, 'neu': 0.393, 'pos': 0.163, 'compound': -0.7177}",0.444,0.393,0.163,-0.7177,0
239168,bad throw 3 away nervous eat rest . soup good .,"{'neg': 0.415, 'neu': 0.37, 'pos': 0.215, 'compound': -0.4019}",0.415,0.37,0.215,-0.4019,0
239828,mix tastes terrible . waste money . sad 's hard get good gluten-free bread costs much average bread . disappointed .,"{'neg': 0.493, 'neu': 0.401, 'pos': 0.106, 'compound': -0.8625}",0.493,0.401,0.106,-0.8625,0
240580,"bought 2 . super grainy , matter good mixed . aftertaste soap . nasty . company 's products worst found everything tried . bad !","{'neg': 0.378, 'neu': 0.362, 'pos': 0.26, 'compound': -0.68}",0.378,0.362,0.26,-0.68,0
240598,plain nasty . 's like waste product . would n't wish treats anyone .,"{'neg': 0.477, 'neu': 0.386, 'pos': 0.138, 'compound': -0.7317}",0.477,0.386,0.138,-0.7317,0
242965,"plain nasty ! ! ! item tasted like cardboard , watered flavor . disappointed","{'neg': 0.471, 'neu': 0.373, 'pos': 0.156, 'compound': -0.7249}",0.471,0.373,0.156,-0.7249,0
244812,"unfortunately , bags contained melted mess needless say disappointed wo n't order .","{'neg': 0.5, 'neu': 0.5, 'pos': 0.0, 'compound': -0.7906}",0.5,0.5,0.0,-0.7906,0
244900,"bad price , took box , seal broken candy everywhere","{'neg': 0.524, 'neu': 0.476, 'pos': 0.0, 'compound': -0.765}",0.524,0.476,0.0,-0.765,0
244918,"cardboard bits berry flavored chunks . nasty , chemical-ridden cardboard . gross avoided .","{'neg': 0.565, 'neu': 0.435, 'pos': 0.0, 'compound': -0.8442}",0.565,0.435,0.0,-0.8442,0
244951,product fresh tasting enjoyed . trouble lid kept falling soon lost .,"{'neg': 0.384, 'neu': 0.291, 'pos': 0.326, 'compound': -0.0}",0.384,0.291,0.326,-0.0,0
245122,taste weak n't improve coffee creamer . sorry box dud . wish could return .,"{'neg': 0.47, 'neu': 0.382, 'pos': 0.147, 'compound': -0.6002}",0.47,0.382,0.147,-0.6002,0
245787,"tackiest thing ever purchased . cups came brown paper bag stapled top . surprised amazon would bad vendor . bad assortment , bad packaging , bad .","{'neg': 0.419, 'neu': 0.419, 'pos': 0.162, 'compound': -0.891}",0.419,0.419,0.162,-0.891,0
246549,"wonderful chocolate aroma taste weak disappoints . n't like strong coffee , might good occasions .","{'neg': 0.431, 'neu': 0.293, 'pos': 0.276, 'compound': -0.4043}",0.431,0.293,0.276,-0.4043,0
247256,"'s sad , favourite chocolate came old , hard , nasty . waste . never buy online , recommend n't either .","{'neg': 0.565, 'neu': 0.435, 'pos': 0.0, 'compound': -0.9003}",0.565,0.435,0.0,-0.9003,0
247503,thing hate yummy gummi bears stop eating point ! ! hard stop start ! ! = ),"{'neg': 0.532, 'neu': 0.299, 'pos': 0.169, 'compound': -0.7405}",0.532,0.299,0.169,-0.7405,0
248538,awesome service ! accidentally ordered wrong size exchange product quickly without problems . thanks !,"{'neg': 0.389, 'neu': 0.32, 'pos': 0.291, 'compound': -0.2805}",0.389,0.32,0.291,-0.2805,0
249821,people complaining `` stale '' nuts expecting nuts processed cooked . raw nuts different cooked nuts !,"{'neg': 0.53, 'neu': 0.47, 'pos': 0.0, 'compound': -0.8516}",0.53,0.47,0.0,-0.8516,0
250174,neither wife like one . love almond roca . love macadamia nuts . sadly product total flop . * sign *,"{'neg': 0.356, 'neu': 0.333, 'pos': 0.311, 'compound': 0.1999}",0.356,0.333,0.311,0.1999,0
250842,"'s weak n't taste anything like chocolate glazed donuts . yuck ! seriously , really wanted like product , awful .","{'neg': 0.524, 'neu': 0.476, 'pos': 0.0, 'compound': -0.8782}",0.524,0.476,0.0,-0.8782,0
251353,instant coffee k cup . fair . feel deceived . paid much poor coffee . bad purchase .,"{'neg': 0.48, 'neu': 0.404, 'pos': 0.116, 'compound': -0.802}",0.48,0.404,0.116,-0.802,0
252195,"maybe 've prepared wrong , n't happy taste ... bitter .","{'neg': 0.563, 'neu': 0.316, 'pos': 0.12, 'compound': -0.7905}",0.563,0.316,0.12,-0.7905,0
252262,expected harder normal sucker kids complained hurting jaws .,"{'neg': 0.638, 'neu': 0.362, 'pos': 0.0, 'compound': -0.8316}",0.638,0.362,0.0,-0.8316,0
253190,"yogurt sucks bad enough , make pretzel , 's dumb . anyone likes yogurt crazy , 's rotten milk. < br / > < br / > 's nasty . putting pretzel gross . ca n't stand yogurt pretzels .","{'neg': 0.499, 'neu': 0.437, 'pos': 0.064, 'compound': -0.9578}",0.499,0.437,0.064,-0.9578,0
253284,disappointed . taste bitter burnt . type powdery coating awful ca n't get past . good .,"{'neg': 0.557, 'neu': 0.443, 'pos': 0.0, 'compound': -0.8835}",0.557,0.443,0.0,-0.8835,0
254011,n't like wine great substitute great taste . love order future .,"{'neg': 0.46, 'neu': 0.317, 'pos': 0.222, 'compound': -0.542}",0.46,0.317,0.222,-0.542,0
254396,stunned much cats love whiskas temptations . flavors n't thrilling one winner .,"{'neg': 0.385, 'neu': 0.384, 'pos': 0.23, 'compound': -0.2086}",0.385,0.384,0.23,-0.2086,0
254549,cans inside box badly damaged . hard open . disappointing since signed receive product subscriber .,"{'neg': 0.541, 'neu': 0.459, 'pos': 0.0, 'compound': -0.8625}",0.541,0.459,0.0,-0.8625,0
254793,"really excited flavor , 's boring . weak coffee hint flavor . disappointing !","{'neg': 0.5, 'neu': 0.345, 'pos': 0.155, 'compound': -0.7183}",0.5,0.345,0.155,-0.7183,0
255231,stunned much cats love whiskas temptations . flavors n't thrilling one winner .,"{'neg': 0.385, 'neu': 0.384, 'pos': 0.23, 'compound': -0.2086}",0.385,0.384,0.23,-0.2086,0
257036,"real coconut water , sweet . bad low sugar .","{'neg': 0.444, 'neu': 0.317, 'pos': 0.238, 'compound': -0.3818}",0.444,0.317,0.238,-0.3818,0
258348,coffee lack body lack aroma . worth money . waste money time .,"{'neg': 0.484, 'neu': 0.392, 'pos': 0.124, 'compound': -0.6705}",0.484,0.392,0.124,-0.6705,0
259827,"tasty . yes , number long sticks arrived broken , problem .","{'neg': 0.42, 'neu': 0.29, 'pos': 0.29, 'compound': -0.4215}",0.42,0.29,0.29,-0.4215,0
261051,worst product ever amazon .. buy lot things tastes like dead fish died twice.do buy. < br / > buy dead fish instead .,"{'neg': 0.472, 'neu': 0.406, 'pos': 0.122, 'compound': -0.9337}",0.472,0.406,0.122,-0.9337,0
261673,really liked idea coffee unfortunately good coffee . taste bitter . sorry !,"{'neg': 0.382, 'neu': 0.281, 'pos': 0.337, 'compound': 0.1986}",0.382,0.281,0.337,0.1986,0
261689,product good . gave 1 star poor packaging broken cookies .,"{'neg': 0.44, 'neu': 0.355, 'pos': 0.206, 'compound': -0.5106}",0.44,0.355,0.206,-0.5106,0
262849,"taste excellent . negative , large amount . miss something somewhere ?","{'neg': 0.379, 'neu': 0.357, 'pos': 0.264, 'compound': -0.1531}",0.379,0.357,0.264,-0.1531,0
263512,"worst loose tea ever . love stash teabags , english breakfast , bitter smooth.save money","{'neg': 0.43, 'neu': 0.374, 'pos': 0.196, 'compound': -0.6124}",0.43,0.374,0.196,-0.6124,0
266331,"eat dressing , certainly n't favorite . husband says 's awful . fake flavor .","{'neg': 0.477, 'neu': 0.389, 'pos': 0.133, 'compound': -0.7335}",0.477,0.389,0.133,-0.7335,0
266607,potato gun waste money . keep 5 bucks buy friend coca cola money . awful ! ! !,"{'neg': 0.448, 'neu': 0.395, 'pos': 0.158, 'compound': -0.7074}",0.448,0.395,0.158,-0.7074,0
266663,"n't know 's gatorade , reason helps depression . family suffered major tragedy last year kept depressed person buoyed . go figure .","{'neg': 0.468, 'neu': 0.449, 'pos': 0.083, 'compound': -0.9186}",0.468,0.449,0.083,-0.9186,0
266823,"excited use demi-glace , n't like taste . none family liked . 's bad .","{'neg': 0.458, 'neu': 0.404, 'pos': 0.138, 'compound': -0.6749}",0.458,0.404,0.138,-0.6749,0
267272,tried miso today . disgusting . like miso mess sour smelly . unfortunately bought 2 find unsuspecting victim dump one,"{'neg': 0.51, 'neu': 0.392, 'pos': 0.098, 'compound': -0.8591}",0.51,0.392,0.098,-0.8591,0
270584,"warning : stay away petunias . horrible . one mentioned , maybe one stupid enough try . good ... unsightly mess . real waste time money .","{'neg': 0.463, 'neu': 0.444, 'pos': 0.092, 'compound': -0.8934}",0.463,0.444,0.092,-0.8934,0
272023,"licorice addict , n't better twizzlers , might worse .","{'neg': 0.524, 'neu': 0.476, 'pos': 0.0, 'compound': -0.6711}",0.524,0.476,0.0,-0.6711,0
272133,"though product fine , packaging obviously problem . two cups damaged , one crushed rim side , loose foil coffee . price per k-cup , 's loss two damaged way recover loss .","{'neg': 0.479, 'neu': 0.474, 'pos': 0.047, 'compound': -0.9371}",0.479,0.474,0.047,-0.9371,0
273110,"love bold coffee , seriously top nasty , bitter taste . maybe got bad batch .","{'neg': 0.46, 'neu': 0.198, 'pos': 0.341, 'compound': -0.4588}",0.46,0.198,0.341,-0.4588,0
274998,"stuff tastes awful . horrible taste whether mix drinks . 's bad worse fake sweeteners like splenda , sweet n low , etc . recommended !","{'neg': 0.518, 'neu': 0.279, 'pos': 0.203, 'compound': -0.906}",0.518,0.279,0.203,-0.906,0
275195,threw away . tasted bad . bitter tasted wierd . maybe got bad batch something .,"{'neg': 0.521, 'neu': 0.479, 'pos': 0.0, 'compound': -0.8689}",0.521,0.479,0.0,-0.8689,0
276103,"winner . gas bombs poison ... waste time. < br / > feel bad killing cute little guys ... care yard. < br / > < br / > update : 3 dead within 36 hours ... would suspect would able check trap often . still feeling horrible killing ... tearing h * yard young trees risk . bottom line , ca n't believe anyone success death merchant .","{'neg': 0.463, 'neu': 0.406, 'pos': 0.13, 'compound': -0.9829}",0.463,0.406,0.13,-0.9829,0
276309,tea bitter watered . unhappy quality product . buy !,"{'neg': 0.541, 'neu': 0.459, 'pos': 0.0, 'compound': -0.7088}",0.541,0.459,0.0,-0.7088,0
276919,"none like chiclets , best gum market","{'neg': 0.578, 'neu': 0.422, 'pos': 0.0, 'compound': -0.6681}",0.578,0.422,0.0,-0.6681,0
277250,n't care 're natural fried . taste odd texture like packing material .,"{'neg': 0.426, 'neu': 0.423, 'pos': 0.151, 'compound': -0.5481}",0.426,0.423,0.151,-0.5481,0
277652,chips ( flavors variety pack ) really terrible . thrown away lot suffered eating . spiced nasty .,"{'neg': 0.505, 'neu': 0.495, 'pos': 0.0, 'compound': -0.8805}",0.505,0.495,0.0,-0.8805,0
277752,"weak , unpleasant flavor . wo n't ordering . disappointed , love varieties two leaves bud .","{'neg': 0.47, 'neu': 0.402, 'pos': 0.128, 'compound': -0.7791}",0.47,0.402,0.128,-0.7791,0
279393,trouble filters chalked bad batch . coffee really good .,"{'neg': 0.431, 'neu': 0.347, 'pos': 0.222, 'compound': -0.4601}",0.431,0.347,0.222,-0.4601,0
280056,stuff ridiculously hot ! put mere drop huge bowl chili running fridge milk . use heart problems panic attacks easily .,"{'neg': 0.466, 'neu': 0.374, 'pos': 0.16, 'compound': -0.8398}",0.466,0.374,0.16,-0.8398,0
281657,"nothing special unique product . noticed people upset bottle n't instructions . upset well , publish ingredients , beyond irresponsible .","{'neg': 0.525, 'neu': 0.475, 'pos': 0.0, 'compound': -0.8799}",0.525,0.475,0.0,-0.8799,0
282463,"one word - vile ! love bethenny , hate drinks ! similarly disappointed original margarita . absolutely understand success cocktails . tv shows great , books - fiction nonfiction . bother try . wasting money . vile ! ! !","{'neg': 0.41, 'neu': 0.309, 'pos': 0.281, 'compound': -0.771}",0.41,0.309,0.281,-0.771,0
283086,amazon ban disgusting cruel rubbish ! ducks suffered immense misery . force fed crammed conditions livers grow 10 times natual size . apalled would supply . always reliable customer refuse buy take heartless pathetic idea food website .,"{'neg': 0.513, 'neu': 0.455, 'pos': 0.032, 'compound': -0.9785}",0.513,0.455,0.032,-0.9785,0
283489,came broken pieces . ribbon dull useless . throw away n't recommend anyone,"{'neg': 0.605, 'neu': 0.395, 'pos': 0.0, 'compound': -0.8661}",0.605,0.395,0.0,-0.8661,0
285907,"dont like coffee sweet , . give 5 stars . isnt anything else like either , either like dont . worth try like sweet coffee drinks .","{'neg': 0.537, 'neu': 0.463, 'pos': 0.0, 'compound': -0.9015}",0.537,0.463,0.0,-0.9015,0
286050,"bars edible , nasty leave terrible taste mouth hours. < br / > felt sick stomach , wo n't go .","{'neg': 0.505, 'neu': 0.495, 'pos': 0.0, 'compound': -0.8807}",0.505,0.495,0.0,-0.8807,0
287393,"hard , dry , tasteless . could used doorstop perhaps weapon . enemy , send .","{'neg': 0.504, 'neu': 0.496, 'pos': 0.0, 'compound': -0.7269}",0.504,0.496,0.0,-0.7269,0
288501,bars horrible ! thought gotten used gf food bad worse !,"{'neg': 0.64, 'neu': 0.36, 'pos': 0.0, 'compound': -0.893}",0.64,0.36,0.0,-0.893,0
288648,big fan amazing grass green super food . mix packets o.j . airplanes combat fatigue hunger avoided horrible airline food .,"{'neg': 0.381, 'neu': 0.31, 'pos': 0.31, 'compound': -0.0772}",0.381,0.31,0.31,-0.0772,0
288719,"product satisfactory , 3 bottles , 2 came broken lids . fault manufacturer obviously , poor packing","{'neg': 0.484, 'neu': 0.38, 'pos': 0.136, 'compound': -0.7506}",0.484,0.38,0.136,-0.7506,0
288983,clumpy old . yellow brown huge clot top pass . contacted complain refunded . nasty stinky wasted money .,"{'neg': 0.474, 'neu': 0.361, 'pos': 0.165, 'compound': -0.8271}",0.474,0.361,0.165,-0.8271,0
289110,loved could order make . difficult never look good . definitely buy future .,"{'neg': 0.397, 'neu': 0.388, 'pos': 0.216, 'compound': -0.3103}",0.397,0.388,0.216,-0.3103,0
290001,worst coffee ever bought ! flavor . aroma . throw away bad .,"{'neg': 0.53, 'neu': 0.47, 'pos': 0.0, 'compound': -0.8356}",0.53,0.47,0.0,-0.8356,0
290020,"dont like coffee sweet , . give 5 stars . isnt anything else like either , either like dont . worth try like sweet coffee drinks .","{'neg': 0.537, 'neu': 0.463, 'pos': 0.0, 'compound': -0.9015}",0.537,0.463,0.0,-0.9015,0
291474,"bought gift father-in-law . pieces tried disgusting . elk bison meat liked , unfortunately stuff gross .","{'neg': 0.394, 'neu': 0.354, 'pos': 0.252, 'compound': -0.4939}",0.394,0.354,0.252,-0.4939,0
293107,harissa 's 've tried bitterest worst tasting . bitter salty . never .,"{'neg': 0.593, 'neu': 0.407, 'pos': 0.0, 'compound': -0.8807}",0.593,0.407,0.0,-0.8807,0
293305,problems broken others mentioned . taste great . yet dislike product pamela 's .,"{'neg': 0.431, 'neu': 0.359, 'pos': 0.21, 'compound': -0.5106}",0.431,0.359,0.21,-0.5106,0
293521,"pictures unrealistic description dodgy , dart bad quality","{'neg': 0.519, 'neu': 0.481, 'pos': 0.0, 'compound': -0.6597}",0.519,0.481,0.0,-0.6597,0
293877,"waste money , item late , package torn , tea terrible , good product opinion bad handling .","{'neg': 0.511, 'neu': 0.359, 'pos': 0.13, 'compound': -0.8176}",0.511,0.359,0.13,-0.8176,0
293892,purchased tea told helps excess gas tea made worsen gas problem . disappointed purchase,"{'neg': 0.44, 'neu': 0.435, 'pos': 0.126, 'compound': -0.7579}",0.44,0.435,0.126,-0.7579,0
293903,tea tastes nasty . maybe dont like sage made gag !,"{'neg': 0.583, 'neu': 0.417, 'pos': 0.0, 'compound': -0.8127}",0.583,0.417,0.0,-0.8127,0
295097,complaint realizing much shipping charges product .,"{'neg': 0.518, 'neu': 0.482, 'pos': 0.0, 'compound': -0.5106}",0.518,0.482,0.0,-0.5106,0
295293,noodle bad . dressing disaster . wo n't want eat . return rest 19 packs ? ? ? ?,"{'neg': 0.521, 'neu': 0.479, 'pos': 0.0, 'compound': -0.8684}",0.521,0.479,0.0,-0.8684,0
298539,"love bold coffee , seriously top nasty , bitter taste . maybe got bad batch .","{'neg': 0.46, 'neu': 0.198, 'pos': 0.341, 'compound': -0.4588}",0.46,0.198,0.341,-0.4588,0
298801,disgusting ! tiny bittersweet taste . gross aftertaste mouth brush teeth . thank !,"{'neg': 0.497, 'neu': 0.355, 'pos': 0.148, 'compound': -0.7081}",0.497,0.355,0.148,-0.7081,0
298859,product awful . bad flavor . dumped . one needs something get past taste buds .,"{'neg': 0.505, 'neu': 0.495, 'pos': 0.0, 'compound': -0.8481}",0.505,0.495,0.0,-0.8481,0
299466,"waste money , item late , package torn , tea terrible , good product opinion bad handling .","{'neg': 0.511, 'neu': 0.359, 'pos': 0.13, 'compound': -0.8176}",0.511,0.359,0.13,-0.8176,0
299481,purchased tea told helps excess gas tea made worsen gas problem . disappointed purchase,"{'neg': 0.44, 'neu': 0.435, 'pos': 0.126, 'compound': -0.7579}",0.44,0.435,0.126,-0.7579,0
299492,tea tastes nasty . maybe dont like sage made gag !,"{'neg': 0.583, 'neu': 0.417, 'pos': 0.0, 'compound': -0.8127}",0.583,0.417,0.0,-0.8127,0
299605,v e r g v e r g v e r g v e r g,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,0
300932,"waste money , item late , package torn , tea terrible , good product opinion bad handling .","{'neg': 0.511, 'neu': 0.359, 'pos': 0.13, 'compound': -0.8176}",0.511,0.359,0.13,-0.8176,0
300947,purchased tea told helps excess gas tea made worsen gas problem . disappointed purchase,"{'neg': 0.44, 'neu': 0.435, 'pos': 0.126, 'compound': -0.7579}",0.44,0.435,0.126,-0.7579,0
300958,tea tastes nasty . maybe dont like sage made gag !,"{'neg': 0.583, 'neu': 0.417, 'pos': 0.0, 'compound': -0.8127}",0.583,0.417,0.0,-0.8127,0
301571,dishonest vendor . received damaged package . throw away contents damaged packaging . refused rectify . wasted $ 50 .,"{'neg': 0.623, 'neu': 0.377, 'pos': 0.0, 'compound': -0.9313}",0.623,0.377,0.0,-0.9313,0
302615,beautiful plant loved .. expect killed leaving water long pore thing drowned .,"{'neg': 0.347, 'neu': 0.331, 'pos': 0.322, 'compound': -0.1531}",0.347,0.331,0.322,-0.1531,0
304021,stunned much cats love whiskas temptations . flavors n't thrilling one winner .,"{'neg': 0.385, 'neu': 0.384, 'pos': 0.23, 'compound': -0.2086}",0.385,0.384,0.23,-0.2086,0
305793,stuff really good/great peanut bitter smoothie ! especially want low cal low carb .,"{'neg': 0.458, 'neu': 0.452, 'pos': 0.09, 'compound': -0.7593}",0.458,0.452,0.09,-0.7593,0
306325,disappointed . made cat sick . total waste money . back eating tuna girl . ca n't afford waste money .,"{'neg': 0.5, 'neu': 0.5, 'pos': 0.0, 'compound': -0.9001}",0.5,0.5,0.0,-0.9001,0
307448,wish able return item tastes like * * ! < br / > bad bad bad ! leaves horrible taste mouth !,"{'neg': 0.53, 'neu': 0.285, 'pos': 0.185, 'compound': -0.8928}",0.53,0.285,0.185,-0.8928,0
308820,"'m sure people talking rating great . aweful bitter taste , swear poison . 've tried flavors bitter .","{'neg': 0.401, 'neu': 0.35, 'pos': 0.249, 'compound': -0.4404}",0.401,0.35,0.249,-0.4404,0
309143,"opinion cocoa pretty blah . weak , really awful taste .","{'neg': 0.513, 'neu': 0.27, 'pos': 0.216, 'compound': -0.5256}",0.513,0.27,0.216,-0.5256,0
309696,problems broken others mentioned . taste great . yet dislike product pamela 's .,"{'neg': 0.431, 'neu': 0.359, 'pos': 0.21, 'compound': -0.5106}",0.431,0.359,0.21,-0.5106,0
309913,"bad , little bitter . great mix oatmeal want eat alone .","{'neg': 0.467, 'neu': 0.234, 'pos': 0.299, 'compound': -0.4377}",0.467,0.234,0.299,-0.4377,0
310437,hate hate hate gooey mess sent amazon . looked like melted firmed bit . brown sticky block . tasted great still looked disgusting .,"{'neg': 0.508, 'neu': 0.281, 'pos': 0.212, 'compound': -0.9118}",0.508,0.281,0.212,-0.9118,0
311361,love layers flavor nuts contain least one horrible nasty flavor . every package awful . comes stuff ? waste perfectly good nuts ... cash .,"{'neg': 0.429, 'neu': 0.294, 'pos': 0.277, 'compound': -0.6369}",0.429,0.294,0.277,-0.6369,0
313539,used hate cheerios n't years today . great . sweet great flavor,"{'neg': 0.533, 'neu': 0.311, 'pos': 0.156, 'compound': -0.8068}",0.533,0.311,0.156,-0.8068,0
314630,disappointed quality cakes . stale odd underlying taste . strange fruit flavor gross .,"{'neg': 0.595, 'neu': 0.405, 'pos': 0.0, 'compound': -0.8519}",0.595,0.405,0.0,-0.8519,0
314834,point using xylitol going put nasty toxic crap like artificial colors ? ? ! ! annoying !,"{'neg': 0.491, 'neu': 0.388, 'pos': 0.121, 'compound': -0.8242}",0.491,0.388,0.121,-0.8242,0
314884,revived nuts greatly diapointed nuts stale nothing special could picked better nuts walgreens plus side nuts opened,"{'neg': 0.452, 'neu': 0.434, 'pos': 0.114, 'compound': -0.762}",0.452,0.434,0.114,-0.762,0
317499,"must admit little weak . like coffee-reg decaf-to backbone . flavor good , bitter taste . little weak .","{'neg': 0.349, 'neu': 0.349, 'pos': 0.302, 'compound': -0.2715}",0.349,0.349,0.302,-0.2715,0
317771,horrible thing every tasted . sickening taste odor . waste money ... horrible !,"{'neg': 0.658, 'neu': 0.342, 'pos': 0.0, 'compound': -0.9259}",0.658,0.342,0.0,-0.9259,0
317891,"worst kcup drink date , disappointed 3 boxes try & give away . horrible , save money .","{'neg': 0.489, 'neu': 0.365, 'pos': 0.146, 'compound': -0.8176}",0.489,0.365,0.146,-0.8176,0
317894,"apple flavor ever , horrible medicine taste smells like medicine . hell giving product five four star reviews ? ! ? ! ? ! absolutely disgusting .","{'neg': 0.425, 'neu': 0.418, 'pos': 0.158, 'compound': -0.8836}",0.425,0.418,0.158,-0.8836,0
317906,high hopes apple cider huge disappointment ... terribly sweet awful artificial flavor .,"{'neg': 0.413, 'neu': 0.25, 'pos': 0.337, 'compound': -0.4215}",0.413,0.25,0.337,-0.4215,0
